#,ML #,Change,PType,St,HOA Type,Year Built,HOA Fee Frequency,Lot Size,HOA Fee,Property Type,Close Date,Original List Price,Close Price,List Price,Original Mortgage Date,Withdrawn Date,Listing Contract Date,Days On Market,Subdivision Name,SqFt,Beds Total,Bath Total,GAR/CP/TCP,Acres,Pool YN,Address,City,Latitude,Longitude,Current Price
1,20184760,,RESI,Active,None,9999,,Less Than .5 Acre (not Zero),,Residential,,"$140,000 ",,"$140,000 ",,,10/12/2022,7,Hillside Add 2 Town Coleman,"1,224",3,1,/2/2,0.22,No,908  W 3rd  Street ,Coleman,31.822963,-99.432499,"$140,000 "
1,20185074,N,RESI,Active,None,1953,,Less Than .5 Acre (not Zero),,Residential,,"$140,000 ",,"$140,000 ",,,10/12/2022,7,White W A Sub,992,3,1,/0/0,0.168,No,7351 Beaty  Street ,Fort Worth,32.73962,97.20021,"$140,000 "
1,20187746,N,RESI,Active,None,1959,,Less Than .5 Acre (not Zero),,Residential,,"$140,000 ",,"$140,000 ",,,10/17/2022,2,Hurst Terrace Add,949,3,1,1/0/1,0.248,No,309 Myrtle  Drive ,Hurst,32.813682,-97.177776,"$140,000 "
1,20189345,N,RESI,Active,None,1944,,Less Than .5 Acre (not Zero),,Residential,,"$140,000 ",,"$140,000 ",,,10/18/2022,1,Victory Gardens 04,980,2,1,/1/1,0.129,No,1947 Toronto  Street ,Dallas,32.779645,-96.852303,"$140,000 "
1,20185352,N,RESI,Active,None,1920,,Less Than .5 Acre (not Zero),,Residential,,"$142,500 ",,"$142,500 ",,,10/13/2022,6,Bellevue,728,3,1,/2/2,0.226,No,1527 Waweenoc  Avenue ,Dallas,32.693073,-96.801009,"$142,500 "
1,20181079,,RESI,Active,None,1950,,Less Than .5 Acre (not Zero),,Residential,,"$144,500 ",,"$144,500 ",,,10/7/2022,12,Mexia Div Xliii,"2,342",4,3,/1/1,0.174,No,1309  E Carthage  Street ,Mexia,31.684724,-96.462179,"$144,500 "
1,20185717,N,RESI,Active,None,1945,,Less Than .5 Acre (not Zero),,Residential,,"$144,500 ",,"$144,500 ",,,10/13/2022,6,Clifton Heights,792,2,1,0/2/2,0.115,No,302  E Broadway  Street ,Stephenville,32.213982,-98.193744,"$144,500 "
1,20179783,,RESI,Active,None,1937,,Less Than .5 Acre (not Zero),,Residential,,"$145,000 ",,"$144,900 ",,,10/8/2022,11,Original Town Ovalo,"1,038",2,1,/0/0,0.282,No,2842 Fm 614 ,Ovalo,32.173126,-99.804216,"$144,900 "
1,20177540,,RESI,Active,None,1926,,Less Than .5 Acre (not Zero),,Residential,,"$145,000 ",,"$145,000 ",,,10/12/2022,7,Colonial Hill Park Add,821,2,1,/0/0,0.147,No,2249 Metropolitan  Avenue ,Dallas,32.759372,-96.767457,"$145,000 "
1,20178984,B,RESI,Active,None,1940,,Less Than .5 Acre (not Zero),,Residential,,"$149,900 ",,"$145,000 ",,,10/4/2022,15,Cedar Haven,"1,238",3,1,2/0/0,0.139,No,1239 Whitaker ,Dallas,32.734211,-96.808436,"$145,000 "
1,20179613,,RESI,Active,None,1950,,Less Than .5 Acre (not Zero),,Residential,,"$145,000 ",,"$145,000 ",,,10/5/2022,14,AB 83 Swan Tract,"1,222",2,2,/1/1,0.19,No,1211  E Spring  Street ,Henrietta,33.817845,-98.182502,"$145,000 "
1,20183762,N,RESI,Active,None,1940,,Less Than .5 Acre (not Zero),,Residential,,"$145,000 ",,"$145,000 ",,,10/17/2022,2,Easley,"1,408",2,2,1/0/0,0.373,No,1005 Roberts  Street ,Bowie,33.568502,-97.848453,"$145,000 "
1,20184360,$,RESI,Active,None,1950,,Less Than .5 Acre (not Zero),,Residential,,"$140,000 ",,"$145,000 ",,,10/14/2022,5,Oakview Add,840,2,1,0/1/1,0.172,No,1014  W Hull  Street ,Denison,33.746327,-96.550361,"$145,000 "
1,20186790,$,RESI,Active,None,1948,,Less Than .5 Acre (not Zero),,Residential,,"$149,000 ",,"$145,000 ",,,10/14/2022,5,none,"1,168",3,1,1/0/1,0.27,No,210  W Pecan ,Mount Pleasant,33.144999,-94.971739,"$145,000 "
1,20188093,N,RESI,Active,None,1945,,Less Than .5 Acre (not Zero),,Residential,,"$145,000 ",,"$145,000 ",,,10/17/2022,2,Sapphire,664,1,1,/0/2,0.098,No,4839 Sapphire  Street ,Dallas,32.782466,-96.740463,"$145,000 "
1,20189231,N,RESI,Active,None,9999,,Less Than .5 Acre (not Zero),,Residential,,"$145,000 ",,"$145,000 ",,,10/18/2022,1,Roanoke Add,"1,252",3,1,/1/1,0.258,No,2714 Vine  Street ,Brownwood,31.696386,-98.963471,"$145,000 "
1,20188613,N,RESI,Active,None,1982,,Less Than .5 Acre (not Zero),,Residential,,"$146,949 ",,"$146,949 ",,,10/18/2022,1,Willow Grove 01 Amd,"1,398",3,2,2/0/2,0.14,No,1116 Trinchera  Drive ,Amarillo,35.152248,-101.851347,"$146,949 "
1,20178994,,RESI,Active,None,1958,,Less Than .5 Acre (not Zero),,Residential,,"$148,000 ",,"$148,000 ",,,10/4/2022,15,Oakridge Add,913,2,1,1/0/1,0.182,No,1109 Oak Ridge  Drive ,Denison,33.768263,-96.558082,"$148,000 "
1,20183928,,RESI,Active,None,2018,,3 to < 5 Acres,,Residential,,"$149,000 ",,"$149,000 ",,,10/12/2022,7,Wildwood,640,1,1,0/0/0,4.98,No,131 Fcr 540 ,Fairfield,31.723547,-96.105435,"$149,000 "
1,20184048,,RESI,Active,None,9999,,Less Than .5 Acre (not Zero),,Residential,,"$149,500 ",,"$149,500 ",,,10/11/2022,8,Cunningham,"1,068",2,2,0/1/1,0.25,No,16300 County  Road ,Deport,33.52622,-95.315783,"$149,500 "
1,20182305,,RESI,Active,None,1950,,Less Than .5 Acre (not Zero),,Residential,,"$149,700 ",,"$149,700 ",,,10/8/2022,11,Original Town,"1,313",2,1,1/0/1,0.22,No,115  N 10th  Street ,Gatesville,31.436128,-97.746894,"$149,700 "
1,20181851,,RESI,Active,None,1950,,Less Than .5 Acre (not Zero),,Residential,,"$160,000 ",,"$149,900 ",,,10/7/2022,12,Morningside Park Add,"1,178",3,1,2/2/2002,0.194,No,515 21st  Street ,Mineral Wells,32.792782,-98.108762,"$149,900 "
1,20184047,,RESI,Active,None,1976,,Less Than .5 Acre (not Zero),,Residential,,"$149,900 ",,"$149,900 ",,,10/12/2022,7,Grandview Add,"1,698",3,1,/0/0,0.479,No,531 Hemphill  Street ,Dublin,32.08258,-98.349842,"$149,900 "
1,20186552,N,RESI,Active,None,1989,,3 to < 5 Acres,,Residential,,"$149,900 ",,"$149,900 ",,,10/14/2022,5,John Tumlinson,"1,560",3,3,/0/0,3.77,No,266 Cr 2325 ,Mount Pleasant,33.103766,-95.003183,"$149,900 "
1,20186775,N,RESI,Active,None,1984,,Less Than .5 Acre (not Zero),,Residential,,"$149,900 ",,"$149,900 ",,,10/13/2022,6,Gholson,"1,620",3,2,/2/2,0.321,No,204 Terrell  Street ,Ranger,32.465111,-98.659236,"$149,900 "
1,20187744,N,RESI,Active,None,1950,,Less Than .5 Acre (not Zero),,Residential,,"$149,900 ",,"$149,900 ",,,10/17/2022,2,Laynes Wooded Acres Add,984,3,2,0/0/0,0.224,No,2611  W Washington  Street ,Denison,33.766492,-96.575615,"$149,900 "
1,20189274,N,RESI,Active,None,2017,,1 to < 3 Acres,,Residential,,"$149,991 ",,"$149,991 ",,,10/18/2022,1,A-217 C SHEPHERD SURVEY,728,1,1,0/0/0,2,No,910 Rs County Road 4500 ,Lone Oak,32.976021,-95.851794,"$149,991 "
1,20185732,N,RESI,Active,None,1944,,.5 to < 1 Acre,,Residential,,"$149,999 ",,"$149,999 ",,,10/13/2022,6,NA,"2,172",4,4,0/1/1,0.517,No,613  S 10th  Avenue ,Teague,31.620819,-96.277136,"$149,999 "
1,20180200,,RESI,Active,None,1900,,Less Than .5 Acre (not Zero),,Residential,,"$150,000 ",,"$150,000 ",,,10/6/2022,13,Williams Add,"1,931",3,2,0/1/1,0.241,No,721 Poplar  Street ,Bonham,33.580759,-96.183764,"$150,000 "
1,20180690,,RESI,Active,None,1948,,Less Than .5 Acre (not Zero),,Residential,,"$170,000 ",,"$150,000 ",,,10/6/2022,13,Trinity Heights Annex,865,2,1,/0/0,0.209,No,3138 Maryland  Avenue ,Dallas,32.706169,-96.813036,"$150,000 "
1,20181444,,RESI,Active,None,1950,,5 to < 10 Acres,,Residential,,"$150,000 ",,"$150,000 ",,,10/7/2022,12,na,"1,000",2,1,2/0/2,5,No,0000 Sh 22 ,Hillsboro,31.978752,-97.240096,"$150,000 "
1,20185432,N,RESI,Active,None,1921,,Less Than .5 Acre (not Zero),,Residential,,"$150,000 ",,"$150,000 ",,,10/13/2022,6,Morgan Heights Sub,988,2,1,/1/0,0.155,No,2910 Schadt  Street ,Fort Worth,32.797429,-97.335343,"$150,000 "
1,20186015,N,RESI,Active,None,1996,,Less Than .5 Acre (not Zero),,Residential,,"$150,000 ",,"$150,000 ",,,10/14/2022,5,Arrowhead Estates - Clyde,"1,075",2,1,0/1/2,0,No,1810 Tonkawa  Circle ,Clyde,32.409931,-99.515061,"$150,000 "
1,20187567,N,RESI,Active,None,1930,,Less Than .5 Acre (not Zero),,Residential,,"$150,000 ",,"$150,000 ",,,10/16/2022,3,Warren Rev,"1,500",3,1,2/0/2,0.169,No,2532 Warren  Avenue ,Dallas,32.764001,-96.767548,"$150,000 "
1,20179125,,RESI,Active,None,1986,,.5 to < 1 Acre,,Residential,,"$150,500 ",,"$150,500 ",,,10/5/2022,14,E T RR Co,"1,900",4,2,/1/1,0.84,No,30 Hwy 84  Highway  E ,Goldthwaite,31.454196,-98.557709,"$150,500 "
1,20186841,N,RESI,Active,None,1952,,Less Than .5 Acre (not Zero),,Residential,,"$151,000 ",,"$151,000 ",,,10/14/2022,5,Smithwick,918,2,1,0/1/1,0.196,No,1625 Dent  Street ,Garland,32.922018,-96.657693,"$151,000 "
1,20176498,,RESI,Active,None,1995,,Less Than .5 Acre (not Zero),,Residential,,"$155,000 ",,"$155,000 ",,,10/1/2022,18,Hales Lake Tawakoni Sec 4,792,2,1,/0/0,0.22,No,124 Morris  Lane ,West Tawakoni,32.905062,-96.037411,"$155,000 "
1,20177429,,RESI,Active,None,9999,,Less Than .5 Acre (not Zero),,Residential,,"$155,000 ",,"$155,000 ",,,10/3/2022,16,Francis Tilley,"1,100",2,1,/2/2,0.435,No,121 Frances  Street ,Mineola,32.670102,-95.509573,"$155,000 "
1,20178647,,RESI,Active,None,1945,,Less Than .5 Acre (not Zero),,Residential,,"$155,000 ",,"$155,000 ",,,10/4/2022,15,Redditt John,"1,382",2,2,0/0/0,0.285,No,213 Lee  Lane ,Lufkin,31.325578,-94.729662,"$155,000 "
1,20180235,,RESI,Active,None,2004,,1 to < 3 Acres,,Residential,,"$155,000 ",,"$155,000 ",,,10/5/2022,14,jwhiteAbst,"1,344",3,2,/2/2,1,No,5802  SE County Road 1098 ,Corsicana,31.954511,-96.354179,"$155,000 "
1,20181954,N,RESI,Active,None,2020,,Less Than .5 Acre (not Zero),,Residential,,"$155,000 ",,"$155,000 ",,,10/13/2022,6,JT Brumfield,"1,568",3,2,/0/0,0.291,No,1406  N Liveoak ,Goldthwaite,31.453126,-98.577021,"$155,000 "
1,20182272,,RESI,Active,None,1978,,Less Than .5 Acre (not Zero),,Residential,,"$155,000 ",,"$155,000 ",,,10/7/2022,12,Constitution Village,"1,760",3,2,0/0/0,0.15,No,1919 Arkansas  Street ,Gainesville,33.649082,-97.121024,"$155,000 "
1,20188427,N,RESI,Active,Mandatory,1984,Annually,Less Than .5 Acre (not Zero),$192 ,Residential,,"$155,000 ",,"$155,000 ",,,10/17/2022,2,Lake Granbury Hbr Sec B,"2,248",3,2,/0/0,0.203,No,6217 New Mexico  Trail ,Granbury,32.518808,-97.853366,"$155,000 "
1,20187695,N,RESI,Active,None,1924,,Less Than .5 Acre (not Zero),,Residential,,"$155,900 ",,"$155,900 ",,,10/17/2022,2,Caldwells R D,"1,033",2,1,/0/0,0.166,No,4823 Gurley  Avenue ,Dallas,32.788567,-96.757399,"$155,900 "
1,20188574,$,RESI,Active,None,1969,,Less Than .5 Acre (not Zero),,Residential,,"$157,000 ",,"$158,000 ",,,10/17/2022,2,none,"1,568",3,1,0/0/0,0.21,No,290 23rd  NW ,Paris,33.663399,-95.580482,"$158,000 "
1,20177134,,RESI,Active,None,1971,,Less Than .5 Acre (not Zero),,Residential,,"$159,000 ",,"$159,000 ",,,10/2/2022,17,Carter,"1,705",3,2,0/0/0,0.243,No,300  E Granger  Street ,Blooming Grove,32.097288,-96.718336,"$159,000 "
1,20179872,N,RESI,Active,None,1965,,Less Than .5 Acre (not Zero),,Residential,,"$159,000 ",,"$159,000 ",,,10/12/2022,7,Corsicana,994,3,1,/0/0,0.312,No,2018  W 10th  Avenue ,Corsicana,32.079996,-96.481663,"$159,000 "
1,20180251,,RESI,Active,None,1930,,Less Than .5 Acre (not Zero),,Residential,,"$159,000 ",,"$159,000 ",,,10/5/2022,14,City Of Winnsboro,"1,512",3,1,/1/1,0.215,No,305  S Mill  Street ,Winnsboro,32.955199,-95.291975,"$159,000 "
1,20183105,,RESI,Active,None,1940,,Less Than .5 Acre (not Zero),,Residential,,"$159,000 ",,"$159,000 ",,,10/10/2022,9,Inglish Add,"2,048",4,1,/0/0,0.324,No,718  E 12th  Street ,Bonham,33.584114,-96.171503,"$159,000 "
1,20183168,,RESI,Active,None,1950,,Less Than .5 Acre (not Zero),,Residential,,"$159,000 ",,"$159,000 ",,,10/11/2022,8,Sunny Side Sub,938,2,1,/0/0,0.298,No,830 Dubois  Street ,Denison,33.727469,-96.54878,"$159,000 "
1,20188067,N,RESI,Active,None,1942,,Less Than .5 Acre (not Zero),,Residential,,"$159,000 ",,"$159,000 ",,,10/17/2022,2,Shady Wood,"1,182",3,1,/0/0,0.155,No,2542 Wilton  Avenue ,Dallas,32.729,-96.860994,"$159,000 "
1,20188972,N,RESI,Active,None,1982,,Less Than .5 Acre (not Zero),,Residential,,"$159,000 ",,"$159,000 ",,,10/18/2022,1,Orig Town Of Commerce,975,3,1,/0/0,0.241,No,116 King  Street ,Commerce,33.252355,-95.890359,"$159,000 "
1,20176339,,RESI,Active,None,1948,,Less Than .5 Acre (not Zero),,Residential,,"$159,900 ",,"$159,900 ",,,10/11/2022,8,Mac Bowyer Rep Of Bowyer Add,"1,913",4,2,0/1/1,0.193,No,2317 Palm  Street ,Abilene,32.420617,-99.740657,"$159,900 "
1,20180146,$,RESI,Active,None,1959,,Less Than .5 Acre (not Zero),,Residential,,"$165,500 ",,"$159,900 ",,,10/6/2022,13,Country Club,"1,102",3,2,/1/1,0.164,No,3325 Waverly  Avenue ,Abilene,32.410652,-99.740371,"$159,900 "
1,20184841,,RESI,Active,None,1980,,Less Than .5 Acre (not Zero),,Residential,,"$159,900 ",,"$159,900 ",,,10/12/2022,7,Green Wood Rev,"1,043",2,1,/2/2,0.354,No,119 County Road 1767 ,Clifton,31.861101,-97.392931,"$159,900 "
1,20189136,N,RESI,Active,None,1960,,Less Than .5 Acre (not Zero),,Residential,,"$159,900 ",,"$159,900 ",,,10/18/2022,1,None,"1,196",2,2,0/2/2,0.47,No,207  W Pecan  Street ,Sadler,33.682006,-96.851527,"$159,900 "
1,20177985,,RESI,Active,None,1956,,Less Than .5 Acre (not Zero),,Residential,,"$160,000 ",,"$160,000 ",,,10/6/2022,13,Lawn Place 02,780,2,2,/4/4,0.331,No,514 18th  Street ,Mineral Wells,32.794776,-98.116987,"$160,000 "
1,20182293,,RESI,Active,None,1930,,Less Than .5 Acre (not Zero),,Residential,,"$160,000 ",,"$160,000 ",,,10/10/2022,9,Hall Griffin,"1,239",3,2,/0/2,0.258,No,302  N Lane Wells  Drive ,Longview,32.509619,-94.799507,"$160,000 "
1,20186217,N,RESI,Active,None,1978,,1 to < 3 Acres,,Residential,,"$160,000 ",,"$160,000 ",,,10/13/2022,6,none,"1,590",3,2,0/0/0,2,No,778 County Road 1345 ,Clarksville,33.574679,-95.115726,"$160,000 "
1,20188442,N,RESI,Active,None,1954,,Less Than .5 Acre (not Zero),,Residential,,"$160,000 ",,"$160,000 ",,,10/14/2022,5,Lakeview Acres,"1,700",2,2,/1/1,0,No,140 Lisa Layne  Street ,Gun Barrel City,32.312407,-96.117986,"$160,000 "
1,20187433,N,RESI,Active,None,1963,,Less Than .5 Acre (not Zero),,Residential,,"$161,099 ",,"$161,099 ",,,10/14/2022,5,Hamlin,"1,627",3,3,2/0/2,0.177,No,1200  W Williams ,Breckenridge,32.754857,-98.916981,"$161,099 "
1,20180725,,RESI,Active,Mandatory,1976,Annually,Less Than .5 Acre (not Zero),$140 ,Residential,,"$163,500 ",,"$163,500 ",,,10/6/2022,12,Whippoorwill Bay,"1,484",3,2,/0/0,0.18,No,213  S Cardinal  Court ,Granbury,32.504617,-97.800125,"$163,500 "
1,20180578,,RESI,Active,None,1996,,3 to < 5 Acres,,Residential,,"$164,000 ",,"$164,000 ",,,10/7/2022,12,NA,"1,568",3,2,1/0/1,3,No,7256 Fm 3326  S ,Hawley,32.672808,-99.806225,"$164,000 "
1,20185393,N,RESI,Active,None,1966,,Less Than .5 Acre (not Zero),,Residential,,"$164,900 ",,"$164,900 ",,,10/12/2022,7,Lamar Terrace,"1,036",3,1,0/1/1,0.137,No,2435 Hubbard  Street ,Paris,33.659089,-95.530556,"$164,900 "
1,20187326,N,RESI,Active,None,1940,,Less Than .5 Acre (not Zero),,Residential,,"$164,900 ",,"$164,900 ",,,10/16/2022,3,Ot Gorman 5,"1,034",2,1,/2/2,0.284,No,322  W Coke  Street ,Gorman,32.211911,-98.676456,"$164,900 "
1,20177496,$,RESI,Active,None,2000,,Less Than .5 Acre (not Zero),,Residential,,"$174,990 ",,"$164,990 ",,,10/3/2022,16,Moore & Nash,774,1,1,0/0/0,0.144,No,807  S Catherine  Street ,Terrell,32.729551,-96.278116,"$164,990 "
1,20176183,,RESI,Active,None,1956,,Less Than .5 Acre (not Zero),,Residential,,"$165,000 ",,"$165,000 ",,,10/3/2022,16,Sayle Drive Add,882,2,1,0/0/0,0.115,No,3925 Gillespie  Street ,Greenville,33.149197,-96.120823,"$165,000 "
1,20178699,N,RESI,Active,None,1940,,Less Than .5 Acre (not Zero),,Residential,,"$165,000 ",,"$165,000 ",,,10/17/2022,2,Scotland,"1,418",5,3,0/0/0,0.161,No,1514  N 8th  Street ,Wichita Falls,33.922975,-98.511089,"$165,000 "
1,20184077,,RESI,Active,None,1957,,Less Than .5 Acre (not Zero),,Residential,,"$165,000 ",,"$165,000 ",,,10/11/2022,7,Valley View Heights Add,760,2,1,0/0/0,0.178,No,1710 Rose  Lane ,Mesquite,32.756126,-96.623879,"$165,000 "
1,20185889,N,RESI,Active,Mandatory,1983,Monthly,Less Than .5 Acre (not Zero),$8 ,Residential,,"$165,000 ",,"$165,000 ",,,10/13/2022,6,BLUE WATER SHORES,984,3,1,/0/0,0.16,No,6631 Christa  Court ,Granbury,32.38648,-97.700772,"$165,000 "
1,20187349,N,RESI,Active,None,1925,Other,1 to < 3 Acres,,Residential,,"$165,000 ",,"$165,000 ",,,10/11/2022,8,Ellis M G Addition,"1,062",3,1,0/1/1,1.151,No,3115 Lee  Avenue  N ,Fort Worth,32.802172,-97.357428,"$165,000 "
1,20187402,N,RESI,Active,None,1960,,Less Than .5 Acre (not Zero),,Residential,,"$165,000 ",,"$165,000 ",,,10/16/2022,3,HILLCREST ADDN,"1,619",2,2,1/0/1,0.243,No,1210  N Howeth ,Gainesville,33.63903,-97.127727,"$165,000 "
1,20187707,$,RESI,Active,None,1938,,Less Than .5 Acre (not Zero),,Residential,,"$175,000 ",,"$165,000 ",,,10/17/2022,2,Glendale Acres,816,2,1,/0/0,0.179,No,4727  S Denley  Drive ,Dallas,32.690593,-96.793233,"$165,000 "
1,20188475,N,RESI,Active,None,1920,,Less Than .5 Acre (not Zero),,Residential,,"$167,000 ",,"$167,000 ",,,10/19/2022,0,Millers 2nd Add,"1,314",2,1,2/0/2,0.276,No,1431  W Main  Street ,Denison,33.756303,-96.556655,"$167,000 "
1,20181564,,RESI,Active,None,1954,,Less Than .5 Acre (not Zero),,Residential,,"$168,900 ",,"$168,900 ",,,10/6/2022,13,Southwest Park,"1,538",3,2,/0/0,0.192,No,3110 Over  Street ,Abilene,32.424702,-99.760004,"$168,900 "
1,20184387,,RESI,Active,None,1948,,Less Than .5 Acre (not Zero),,Residential,,"$168,900 ",,"$168,900 ",,,10/12/2022,7,Plainview Add,812,2,1,/0/0,0.122,No,221 Saddle  Road ,White Settlement,32.762391,-97.463521,"$168,900 "
1,20178093,,RESI,Active,None,1940,,Less Than .5 Acre (not Zero),,Residential,,"$149,000 ",,"$169,000 ",,,10/4/2022,15,no,"1,576",2,2,2/2/2004,0.27,No,416  N Planters  Street ,Emory,32.876417,-95.762962,"$169,000 "
1,20189077,N,RESI,Active,None,1975,,Less Than .5 Acre (not Zero),,Residential,,"$169,500 ",,"$169,500 ",,,10/18/2022,1,Glover E C,903,2,1,/0/0,0.275,No,560  W Us Highway 84 ,Evant,31.481032,-98.15609,"$169,500 "
1,20177293,N,RESI,Active,None,1926,,Less Than .5 Acre (not Zero),,Residential,,"$169,900 ",,"$169,900 ",,,10/3/2022,1,English Place 3rd Inst,802,2,1,/1/1,0.079,No,2611 Burger  Avenue ,Dallas,32.763287,-96.765617,"$169,900 "
1,20182067,N,RESI,Active,None,1944,,Less Than .5 Acre (not Zero),,Residential,,"$169,900 ",,"$169,900 ",,,10/13/2022,6,Factory Place Add,776,2,1,/0/0,0.138,No,4020 Lisbon  Street ,Fort Worth,32.728423,-97.37721,"$169,900 "
1,20186750,$,RESI,Active,None,1997,,10 to < 50 Acres,,Residential,,"$169,000 ",,"$169,900 ",,,10/14/2022,5,na,"1,288",2,2,/0/0,18.51,No,900 Jackson  Road ,Harleton,32.670448,-94.486768,"$169,900 "
1,20187040,N,RESI,Active,None,1984,,Less Than .5 Acre (not Zero),,Residential,,"$169,900 ",,"$169,900 ",,,10/15/2022,4,Canterbury Trales,"1,246",3,2,2/0/2,0.152,No,1433 Seamans  Way ,Abilene,32.442867,-99.700087,"$169,900 "
1,20188098,N,RESI,Active,None,2021,,1 to < 3 Acres,,Residential,,"$169,995 ",,"$169,995 ",,,10/13/2022,6,Tawakoni Ranch,630,1,1,/0/0,1.14,No,1477 Vz County Road 3808 ,Wills Point,32.806072,-96.018387,"$169,995 "
1,20179770,,RESI,Active,None,1956,,Less Than .5 Acre (not Zero),,Residential,,"$199,000 ",,"$169,999 ",,,10/5/2022,14,Edgemere South,"2,200",4,2,0/0/0,0.208,No,1542 Hanover  Road ,Wichita Falls,33.857642,-98.49963,"$169,999 "
1,20184471,,RESI,Active,None,1920,,Less Than .5 Acre (not Zero),,Residential,,"$169,999 ",,"$169,999 ",,,10/12/2022,7,Keniffs Hattie M Sub,"2,740",5,3,/0/0,0.138,No,1007  E Chaffin  Street ,Sherman,33.640229,-96.598056,"$169,999 "
1,20176539,$,RESI,Active,None,1947,,Less Than .5 Acre (not Zero),,Residential,,"$175,000 ",,"$170,000 ",,,9/27/2022,22,S7100 Wolfe,"1,032",2,1,/0/0,0.099,No,673 N Barton ,Stephenville,32.224005,-98.207023,"$170,000 "
1,20177107,,RESI,Active,Mandatory,1987,Annually,Less Than .5 Acre (not Zero),$54 ,Residential,,"$170,000 ",,"$170,000 ",,,10/3/2022,16,Oak hills,916,3,1,/0/0,0.07,No,3225 Evergreen  Drive ,Granbury,32.490321,-97.842023,"$170,000 "
1,20182822,,RESI,Active,None,9999,,Less Than .5 Acre (not Zero),,Residential,,"$170,000 ",,"$170,000 ",,,10/10/2022,9,South Park Add Town Coleman,"1,636",3,2,/1/0,0.24,No,308 Hollywood  Street ,Coleman,31.815576,-99.416994,"$170,000 "
1,20183621,,RESI,Active,None,1968,,Less Than .5 Acre (not Zero),,Residential,,"$170,000 ",,"$170,000 ",,,10/11/2022,8,Page Cos East Side Add,"1,350",4,2,0/0/0,0.161,No,3819 Galvez  Avenue ,Fort Worth,32.762532,-97.29097,"$170,000 "
1,20185320,N,RESI,Active,None,1950,,1 to < 3 Acres,,Residential,,"$170,000 ",,"$170,000 ",,,10/14/2022,5,Corsicana,"1,330",3,2,2/0/2,2,No,4705  W Park Row  Boulevard ,Corsicana,32.056463,-96.51815,"$170,000 "
1,20185421,N,RESI,Active,None,1954,,Less Than .5 Acre (not Zero),,Residential,,"$170,000 ",,"$170,000 ",,,10/13/2022,4,Marsalis Park,"1,153",2,2,1/0/0,0.133,No,4310 Fitzsimmons  Street ,Dallas,32.691862,-96.81696,"$170,000 "
1,20185651,N,RESI,Active,None,1986,,Less Than .5 Acre (not Zero),,Residential,,"$170,000 ",,"$170,000 ",,,10/13/2022,6,Canterbury Trales Add Sec 04,"1,245",3,2,2/0/2,0.177,No,1442 Lawyers  Lane ,Abilene,32.442532,-99.699994,"$170,000 "
1,20188428,N,RESI,Active,None,1974,,.5 to < 1 Acre,,Residential,,"$170,000 ",,"$170,000 ",,,10/17/2022,2,Sherwood Shores,760,1,1,0/0/0,0.934,No,174 Sussex  Road ,Gordonville,33.85402,-96.826235,"$170,000 "
1,20189369,N,RESI,Active,None,1985,,Less Than .5 Acre (not Zero),,Residential,,"$170,000 ",,"$170,000 ",,,10/18/2022,1,Cedar Run Add,"1,334",4,2,0/2/2,0.248,No,9304 Dumfries  Drive ,Dallas,32.772557,-96.663338,"$170,000 "
1,20185530,N,RESI,Active,None,1952,,.5 to < 1 Acre,,Residential,,"$172,000 ",,"$172,000 ",,,10/13/2022,5,Lamb Add,945,2,1,1/0/1,0.538,No,718 Elba  Street ,Bowie,33.556135,-97.838153,"$172,000 "
1,20181098,,RESI,Active,None,1976,,Less Than .5 Acre (not Zero),,Residential,,"$174,900 ",,"$174,900 ",,,10/7/2022,12,Countryside Estates,"1,640",3,2,2/0/2,0.278,No,3010 Countryside  Drive ,Abilene,32.393532,-99.763203,"$174,900 "
1,20177419,$,RESI,Active,None,1926,,Less Than .5 Acre (not Zero),,Residential,,"$179,000 ",,"$175,000 ",,,10/3/2022,16,Oak Hills,"1,400",3,2,1/1/2002,0.95,No,641 County Road 213 ,Breckenridge,32.765437,-99.058126,"$175,000 "
1,20181287,,RESI,Active,None,1962,,Less Than .5 Acre (not Zero),,Residential,,"$175,000 ",,"$175,000 ",,,10/7/2022,8,Original Town Of Lancaster,"1,195",3,1,0/0/0,0.174,No,120  W 8th  Street ,Lancaster,32.599694,-96.7575,"$175,000 "
1,20183074,,RESI,Active,None,2001,,Less Than .5 Acre (not Zero),,Residential,,"$175,000 ",,"$175,000 ",,,10/10/2022,9,High Point Village,"1,299",3,2,2/0/2,0.172,No,5410 Flo  Drive ,Wichita Falls,33.84758,-98.499115,"$175,000 "
1,20183407,,RESI,Active,None,1952,,Less Than .5 Acre (not Zero),,Residential,,"$175,000 ",,"$175,000 ",,,10/10/2022,9,Elmwood West,"3,502",5,3,/0/0,0.298,No,4066 Clairmont  Street ,Abilene,32.434205,-99.776538,"$175,000 "
1,20183563,,RESI,Active,None,1965,,.5 to < 1 Acre,,Residential,,"$175,000 ",,"$175,000 ",,,10/11/2022,8,Lakeside Hills Annex,720,2,1,1/1/2002,0.511,No,121 Waterview  Drive ,Whitney,31.959109,-97.383215,"$175,000 "
1,20184212,$,RESI,Active,None,1948,,Less Than .5 Acre (not Zero),,Residential,,"$211,000 ",,"$175,000 ",,,10/11/2022,8,Marsalis Club,"1,080",3,1,/0/0,0.194,No,3116 Alaska  Avenue ,Dallas,32.706933,-96.815566,"$175,000 "
